title,release_year,parental_rating,movie_duration,movie_rating,description,genres,budget,gross_na,gross_worldwide
Drugstore June,2024,,1h 31m,5.2,"After the pharmacy in her small town is robbed, a girl who still lives at home with her parents takes matters into her own hands to solve the crime, while at the same time trying to get over...","Comedy,Crime,Mystery","$18,665","$18,665","$18,665"
He Went That Way,2023,,1h 35m,5.2,A journey of curious tensions and bonds between two and at times three interesting characters all on their own path.,"Crime,Drama,Thriller","$4,339",,
Truth or Dare,2018,PG-13,1h 40m,5.2,A harmless game of Truth or Dare among friends turns deadly when someone - or something - begins to punish those who tell a lie or refuse the dare.,"Horror,Thriller","$3,500,000 (estimated)","$41,411,015","$95,330,710"
Chantal in Fairyland,2024,,1h 58m,5.2,"Chantal will be involuntarily transported to a fairy tale world, fighting against witches and tyrant kings, but above all for her friendship with Zeynep.","Comedy,Fantasy","$22,140,760",,
Alvin and the Chipmunks,2007,PG,1h 32m,5.2,Three musical chipmunks are discovered by an aspiring songwriter who wants to use their amazing singing abilities to become famous.,"Adventure,Comedy,Family","$60,000,000 (estimated)","$217,326,974","$365,352,546"
The Snowman,2017,R,1h 59m,5.2,Detective Harry Hole investigates the disappearance of a woman whose scarf is found wrapped around an ominous-looking snowman.,"Crime,Drama,Mystery","$35,000,000 (estimated)","$6,700,035","$43,155,261"
Private School,1983,R,1h 29m,5.2,Chris from a girls' boarding school loves Jim from a nearby boys' boarding school. Jordan also wants Jim and plays dirty. Jim and two friends visit the girls' school posing as girls.,"Comedy,Romance","$3,500,000 (estimated)","$14,049,540","$14,049,540"
Night Raiders,2021,,1h 41m,5.2,A mother joins an underground band of vigilantes to try to rescue her daughter from a state-run institution.,"Action,Sci-Fi,Thriller","$16,246",,
The Mummy: Tomb of the Dragon Emperor,2008,PG-13,1h 52m,5.2,"In the Far East, Alex O'Connell, the son of famed mummy fighters Rick and Evy O'Connell, unearths the mummy of the first Emperor of Qin -- a shape-shifting entity cursed by a witch centuries...","Action,Adventure,Fantasy","$145,000,000 (estimated)","$102,491,776","$403,449,830"
Night Shift,2023,,1h 22m,5.2,"While working her first night shift at a remote motel, a woman begins to suspect that the property is haunted.","Horror,Thriller",,,
Return to the Blue Lagoon,1991,PG-13,1h 42m,5.2,"In this sequel to The Blue Lagoon (1980), two children are stranded on a beautiful island in the South Pacific. With no adults to guide them, the two make a simple life together and eventual...","Adventure,Drama,Romance","$11,000,000 (estimated)","$2,807,854","$2,807,854"
Magic Mike's Last Dance,2023,R,1h 52m,5.2,"Mike takes to the stage again, following a business deal that went bust, leaving him broke and taking bartender gigs in Florida. Mike heads to London with a wealthy socialite who lures him w...","Comedy,Drama","$40,000,000 (estimated)","$26,005,156","$57,105,156"
Romance,1999,Unrated,1h 24m,5.2,"Frustrated by the lack of intimacy in her relationship, a young schoolteacher goes through a series of intimidating and often violent sexual partners.","Drama,Romance","$1,585,642","$44,829","$1,585,642"
A Nightmare on Elm Street,2010,R,1h 35m,5.2,"The spectre of a disfigured man haunts the children of the parents who murdered him, stalking and killing them in their dreams.","Crime,Drama,Horror","$35,000,000 (estimated)","$63,075,011","$115,695,339"
Independence Day: Resurgence,2016,PG-13,2h,5.2,"Two decades after the first Independence Day invasion, Earth is faced with a new extra-Solar threat. But will mankind's new space defenses be enough?","Action,Adventure,Sci-Fi","$165,000,000 (estimated)","$103,144,286","$389,681,935"
Terror on the Prairie,2022,TV-MA,1h 47m,5.2,"On the Montana plains, a frontier woman must protect herself against a ruthless gang of outlaws hell-bent on revenge.","Drama,Thriller,Western","$2,000,000 (estimated)","$13,115",
Monamour,2005,,1h 44m,5.2,"A neglected homemaker has an affair behind her boring husband's back, triggering a passionate transformation. Now, a dash of infidelity awakens his dormant enthusiasm for her. But is his new...",Drama,,,
Dangerous Waters,2023,,1h 41m,5.2,A sailing holiday spirals out of control when a teenage daughter uncovers the dark past of her mother's new boyfriend.,Thriller,"$332,695",,
The 5th Wave,2016,PG-13,1h 52m,5.2,"Four waves of increasingly deadly alien attacks have left most of Earth in ruin. Cassie is on the run, desperately trying to save her younger brother.","Action,Adventure,Sci-Fi","$38,000,000 (estimated)","$34,916,787","$109,906,372"
Resident Evil: Welcome to Raccoon City,2021,R,1h 47m,5.2,"Set in 1998, this origin story explores the secrets of the mysterious Spencer Mansion and the ill-fated Raccoon City.","Action,Horror,Sci-Fi","$25,000,000 (estimated)","$17,000,612","$41,914,915"
Transformers: The Last Knight,2017,PG-13,2h 34m,5.2,"A deadly threat from Earth's history reappears and a hunt for a lost artifact takes place between Autobots and Decepticons, while Optimus Prime encounters his creator in space.","Action,Adventure,Sci-Fi","$217,000,000 (estimated)","$130,168,683","$605,425,157"
All Ladies Do It,1992,Not Rated,1h 37m,5.2,"After five years of marriage, Diana discovers the joys of adultery, claiming that she can save her failing relationship through betrayal.","Comedy,Drama",,,
I.S.S.,2023,R,1h 35m,5.2,"Tensions flare in the near future aboard the International Space Station as a conflict breaks out on Earth. Reeling, the U.S. and Russian astronauts receive orders from the ground: take cont...","Sci-Fi,Thriller","$20,000,000 (estimated)","$6,573,799","$6,573,799"
Lie with Me,2005,Not Rated,1h 33m,5.2,"An outgoing, sexually aggressive young woman meets and begins a torrid affair with an equally aggressive young man in which their affair begins to bring a strain on their personal lives.","Drama,Romance","CA$2,200,000 (estimated)","$172,087",
My Big Fat Greek Wedding 3,2023,PG-13,1h 32m,5.2,"After the death of the family's patriarch, Toula attempts to locate her father's childhood friends in Greece for a family reunion.","Comedy,Drama,Romance","$28,496,030","$10,028,675","$38,831,076"
Irish Wish,2024,TV-PG,1h 33m,5.2,"When the love of Maddie's life gets engaged to her best friend, she puts her feelings aside to be a bridesmaid at their wedding in Ireland.","Comedy,Fantasy,Romance",,,
F9: The Fast Saga,2021,PG-13,2h 23m,5.2,Dom and the crew must take on an international terrorist who turns out to be Dom and Mia's estranged brother.,"Action,Crime,Thriller","$200,000,000 (estimated)","$173,005,945","$726,229,501"
Miller's Girl,2024,R,1h 33m,5.2,A creative writing assignment yields complex results between a teacher and his talented student.,"Comedy,Drama","$4,000,000 (estimated)","$1,431,190",
The Tearsmith,2024,TV-MA,1h 43m,5.2,Sometimes our greatest fear is accepting that someone can honestly love us for who we are. Nica and Rigel are ready to find it out together.,"Drama,Fantasy,Romance",,,
A Haunted House,2013,R,1h 26m,5.0,"Malcolm and Kisha move into their dream home, then learn that a demon also resides there. When Kisha becomes possessed, Malcolm--determined to keep his sex life on track--turns to a priest, ...","Comedy,Fantasy,Horror","$2,500,000 (estimated)","$40,041,683","$60,159,584"
Cannonball Run II,1984,PG,1h 48m,5.0,The original characters from The Cannonball Run (1981) race across the country once more in various cars and trucks.,"Action,Comedy","$20,000,000 (estimated)","$28,078,073","$28,078,073"
See No Evil,2006,R,1h 24m,5.0,"A group of delinquents are sent to clean the Blackwell Hotel. Little do they know reclusive psychopath Jacob Goodnight has holed away in the rotting hotel. When one of the teens is captured,...","Action,Horror,Thriller","$8,000,000 (estimated)","$15,032,800","$18,707,966"
Galaxy of Terror,1981,R,1h 21m,5.0,"A ragtag spaceship crew sent on a rescue mission encounter a formidable enemy, their worst fears projected by their own imaginations.","Action,Adventure,Horror","$700,000 (estimated)",,
Hot Tub Time Machine 2,2015,R,1h 33m,5.0,"When Lou's shot in the groin, Nick and Jacob drag him in the Hot Tub Time Machine to go back in time and save Lou. The three end up 10 years in the future, where they need to go to find the ...","Comedy,Mystery,Sci-Fi","$14,000,000 (estimated)","$12,314,651","$13,081,651"
Tooth Fairy,2010,PG,1h 41m,5.0,A bad deed on the part of a tough minor-league hockey player results in an unusual sentence: He must serve one week as a real-life tooth fairy.,"Comedy,Family,Fantasy","$48,000,000 (estimated)","$60,022,256","$112,462,508"
They're Playing with Fire,1984,R,1h 36m,5.0,"A buxom college professor seduces her student to make him the fall guy in her husband's inheritance scheme, but genuine romance and a masked killer complicate matters.","Crime,Horror,Thriller",,,
Attack on Titan Part 1,2015,Not Rated,1h 38m,5.0,"In a world where giant humanoid Titans prey on humans, Eren joins the scouting legion to get revenge on the monsters who killed everyone in his town.","Action,Adventure,Drama","$449,523","$23,829","$30,810,658"
The Beverly Hillbillies,1993,PG,1h 32m,5.0,Nice guy redneck Jed Clampett strikes it rich when he finds black oil. He and his kin move to posh Beverly Hills.,"Comedy,Family","$25,000,000 (estimated)","$44,029,386","$57,405,220"
Addicted,2014,R,1h 46m,5.0,A gallerist risks her family and flourishing career when she enters into an affair with a talented painter and slowly loses control of her life.,"Drama,Romance,Thriller","$5,000,000 (estimated)","$17,390,770","$17,534,314"
A Nightmare on Elm Street: The Dream Child,1989,R,1h 29m,5.0,"The pregnant Alice finds Freddy Krueger striking through the sleeping mind of her unborn child, hoping to be reborn into the real world.","Fantasy,Horror","$6,000,000 (estimated)","$22,168,359","$22,168,359"
Run Rabbit Run,2023,TV-MA,1h 40m,5.0,"Sarah Snook plays a fertility doctor who believes firmly in life and death, but after noticing the strange behavior of her young daughter, she must challenge her own values and confront a gh...","Drama,Horror,Mystery","$325,017",,
Obsessed,2009,PG-13,1h 48m,5.0,A successful executive's seemingly perfect career and marriage starts falling apart when his firm hires a seductive office temp.,"Drama,Romance,Thriller","$20,000,000 (estimated)","$68,261,644","$73,830,347"
Ma mère,2004,NC-17,1h 50m,5.0,"When his father dies, a young man is introduced by his attractive, amoral mother to a world of hedonism and depravity.","Drama,Romance","$71,616","$10,334","$1,510,052"
Leatherface,2017,R,1h 30m,5.0,"A teenage Leatherface escapes from a mental hospital with three other inmates, kidnapping a young nurse and taking her on a road trip from hell, while being pursued by a lawman out for reven...","Crime,Horror,Thriller","$1,476,843",,
Fahrenheit 451,2018,TV-14,1h 40m,5.0,"In a terrifying care-free future, a young man, Guy Montag, whose job as a fireman is to burn all books, questions his actions after meeting a young woman - and begins to rebel against societ...","Drama,Sci-Fi,Thriller",,,
Hard Ticket to Hawaii,1987,R,1h 36m,5.0,"In Hawaii, an undercover DEA agent and her civilian friend stumble upon a drug trafficking operation, and have to enlist the help of all their colleagues/friends to go after the vicious drug...","Action,Comedy,Crime",,,
Bereavement,2010,R,1h 43m,5.0,"The horrific account of 6 year old Martin Bristol, abducted from his backyard swing and forced to witness the brutal crimes of a deranged madman.","Crime,Horror,Thriller","$3,600,000 (estimated)","$43,712","$43,712"
The Women,2008,PG-13,1h 54m,5.0,"A wealthy New Yorker wrestles with the decision to leave her cheating husband, as she and her friends discover that women really can have it all.","Comedy,Drama","$16,000,000 (estimated)","$26,902,075","$50,007,546"
47 Meters Down: Uncaged,2019,PG-13,1h 30m,5.0,Two sisters diving in a ruined underwater city quickly learn they've entered the territory of the deadliest shark species in the claustrophobic labyrinth of submerged caves.,"Adventure,Drama,Horror","$12,000,000 (estimated)","$22,260,900","$47,582,563"
Superman III,1983,PG,2h 5m,5.0,Synthetic kryptonite laced with tar splits Superman in two: good Clark Kent and bad Man of Steel.,"Action,Adventure,Comedy","$39,000,000 (estimated)","$59,950,623","$80,250,623"
Cash Out,2024,R,1h 32m,5.0,"Professional thief Mason attempts his biggest heist with his brother, robbing a bank. When it goes wrong, they're trapped inside surrounded by law enforcement. Tension rises as Mason negotia...",Action,,,
The Virtuoso,2021,R,1h 50m,5.0,"Danger, deception and murder descend upon a sleepy town when a professional assassin accepts a new assignment from his enigmatic boss.","Action,Thriller","$21,356",,
The Haunting,1999,PG-13,1h 53m,5.0,"Dr Marrow enlists Theo, Luke and Nell for a study of sleep disorders at the Hill House. As soon as the terrifying truth about the mansion is revealed, everyone is found fighting for their li...","Fantasy,Horror,Mystery","$80,000,000 (estimated)","$91,411,151","$177,311,151"
Blair Witch,2016,R,1h 29m,5.0,"After discovering a video showing what he believes to be his vanished sister Heather, James and a group of friends head to the forest believed to be inhabited by the Blair Witch.","Horror,Mystery,Thriller","$5,000,000 (estimated)","$20,777,061","$45,173,154"
Cyborg,1989,R,1h 26m,5.0,A martial artist hunts a killer in a plague-infested urban dump of the future.,"Action,Sci-Fi,Thriller","$500,000 (estimated)","$10,166,459","$10,166,459"
No Pressure,2024,,1h 51m,5.0,"After being tricked into dropping everything to save her grandmother's farm, big-city chef Oliwia falls for a handsome farmer who's hiding a secret.","Comedy,Romance",,,
Paint,2023,PG-13,1h 36m,5.0,"Carl Nargle, Vermont's #1 public television painter, is convinced he has it all: a signature perm, custom van, and fans hanging on his every stroke - until a younger, better artist steals ev...","Comedy,Drama","$811,739","$570,512","$811,739"
Garfield: The Movie,2004,PG,1h 20m,5.0,"Jon Arbuckle buys a second pet, a dog named Odie. However, Odie is then abducted and it is up to Jon's cat, Garfield, to find and rescue the canine.","Adventure,Comedy,Family","$50,000,000 (estimated)","$75,369,589","$203,172,417"
Two Moon Junction,1988,R,1h 44m,5.0,"A young Southern débutante temporarily abandons her posh lifestyle and upcoming, semi-arranged marriage to have a lustful and erotic fling with a rugged drifter who works at a local carnival...","Drama,Romance","$1,547,397","$558,908","$1,547,397"
The Seeding,2023,,1h 40m,5.0,A man finds himself trapped in a desert canyon with a woman living off-grid who is captive to a pack of sadistic boys.,"Horror,Thriller","$4,974","$3,022","$4,974"
Proud Mary,2018,R,1h 29m,5.0,"Mary is a hit woman working for an organized crime family in Boston, whose life is completely turned around when she meets a young boy whose path she crosses when a professional hit goes bad...","Action,Crime,Drama","$14,000,000 (estimated)","$20,877,013","$21,753,365"
Casino Royale,1967,Approved,2h 11m,5.0,"In an early spy spoof, aging Sir James Bond comes out of retirement to take on SMERSH.",Comedy,"$12,000,000 (estimated)","$2,500",
Heatwave,2022,R,1h 40m,5.0,"Claire, an ambitious young woman, starts working for a successful and rich businessman, but unknowingly gets involved in an affair with his wife.",Thriller,,,
Between Us,2023,,1h 40m,5.0,"Elodie and Laetitia live in close love and dream of having a child. As Elodie discovers that she cannot get pregnant because of a health problem and encounters financial troubles, they decid...",Drama,"€500,000 (estimated)",,
Shadow in the Cloud,2020,R,1h 23m,5.0,A female WWII pilot traveling with top secret documents on a B-17 Flying Fortress encounters an evil presence on board the flight.,"Action,Horror,War","$10,000,000 (estimated)","$156,932","$1,054,290"
The Happening,2008,R,1h 31m,5.0,"A science teacher, his wife, and a young girl struggle to survive a plague that causes those infected to commit suicide.","Adventure,Drama,Sci-Fi","$48,000,000 (estimated)","$64,506,874","$163,404,284"
Shattered,2022,R,1h 32m,5.0,"A rich divorcee Chris falls in love with a mysterious woman Sky where Chris, ex-wife and his child eventually gets trapped and a desperate fight for survival will most likely ensue.","Crime,Drama,Horror","$1,000,000 (estimated)","$425,457",
Chief of Station,2024,,1h 37m,5.0,"After learning that the death of his wife was not an accident, a former CIA Station Chief is forced back into the espionage underworld, teaming up with an adversary to unravel a conspiracy t...","Action,Thriller",,,
Maybe I Do,2023,PG-13,1h 35m,5.0,"Michelle and Allen are in a relationship. They decide to invite their parents to finally meet. Turns out, the parents already know one another well, which leads to some differing opinions ab...","Comedy,Romance","$7,500,000 (estimated)","$1,293,722","$4,450,096"
99 Moons,2022,Unrated,1h 50m,5.0,Bigna and Frank are two people of different thoughts. When their different worlds collide they become obsessively entwined in a passionate affair.,Drama,"$10,748",,
Meg 2: The Trench,2023,PG-13,1h 56m,5.0,"A research team encounters multiple threats while exploring the depths of the ocean, including a malevolent mining operation.","Action,Adventure,Horror","$129,000,000 (estimated)","$82,600,317","$397,700,317"
Halloween Ends,2022,R,1h 51m,5.0,The saga of Michael Myers and Laurie Strode comes to a spine-chilling climax in the final installment of this trilogy.,"Drama,Horror,Mystery","$20,000,000 (estimated)","$64,079,860","$104,374,176"
A Serbian Film,2010,NC-17,1h 44m,5.0,"An aging porn star agrees to participate in an ""art film"" in order to make a clean break from the business, only to discover that he has been drafted into making a pedophilia and necrophilia...","Horror,Mystery,Thriller","$1,541",,
After We Collided,2020,R,1h 45m,5.0,"Based on the 2014 romance novel of the same name, this follows the love life of two young adults.","Drama,Romance","$2,386,483","$422,899","$47,990,414"
The Flintstones,1994,PG,1h 31m,5.0,"In a parallel modern-day Stone Age world, a working-class family, the Flintstones, are set up for an executive job. But they learn that money can't buy happiness.","Comedy,Family,Fantasy","$46,000,000 (estimated)","$130,531,208","$341,631,208"
The Thundermans Return,2024,TV-G,1h 10m,5.0,"It centers on the family as they begin a new era of superhero crimefighting. When one save goes wrong, the Thundermans are sent back to Hiddenville.","Action,Comedy,Crime",,,
Charlie's Angels,2019,PG-13,1h 58m,5.0,"When a young systems engineer blows the whistle on a dangerous technology, Charlie's Angels are called into action, putting their lives on the line to protect us all.","Action,Adventure,Comedy","$48,000,000 (estimated)","$17,803,077","$73,279,888"
MILF,2018,TV-MA,1h 41m,4.8,Three best friends in their forties start a relationship with younger men while on vacation.,Comedy,"€4,000,000 (estimated)","$1,136,887",
Supernova,2000,PG-13,1h 30m,4.8,A deep space rescue and recovery spaceship with a crew of 6 receives a distress call from a mining operation 3432 light years away. A rescue operation via dimension jump is made. Bad idea.,"Horror,Sci-Fi,Thriller","$90,000,000 (estimated)","$14,230,455","$14,828,081"
The Roommate,2011,PG-13,1h 31m,4.8,"When college freshman Sara arrives on campus for the first time, she befriends her roommate, Rebecca, unaware that the girl is becoming dangerously obsessed with her.","Drama,Horror,Thriller","$16,000,000 (estimated)","$37,300,000","$40,492,652"
Malibu Express,1985,R,1h 41m,4.8,A womanizing private detective is assigned the task of investigating who is behind the hi-tech computer technology leaks to the Russians.,"Comedy,Crime,Mystery","$500,000 (estimated)",,
The Poison Rose,2019,R,1h 38m,4.8,"Inspired by classic film noir, Carson Phillips, an ex-football star turned PI, has a soft spot for a lady in distress.","Crime,Mystery,Thriller","$323,754",,
The Tax Collector,2020,Not Rated,1h 35m,4.8,"A ""tax collector"" working for a local crime lord finds his family's safety compromised when the rival of his boss shows up in L.A. and upends the business.","Action,Crime,Drama","$20,000,000 (estimated)","$1,044,212","$1,325,781"
Gotti,2018,R,1h 52m,4.8,The story of crime boss John Gotti and his son.,"Biography,Crime,Drama","$10,000,000 (estimated)","$4,343,227","$6,412,349"
Never Too Young to Die,1986,R,1h 32m,4.8,"After a top-secret agent is murdered, his estranged son, a high-school gymnast, teams up with his dad's attractive female partner to stop the psychopathic hermaphroditic gang leader who kill...","Action,Adventure,Comedy","$3,000,000 (estimated)",,
Zombeavers,2014,R,1h 17m,4.8,A fun weekend turns into madness and horror for a bunch of groupies looking for fun in a beaver infested swamp.,"Comedy,Horror","$14,947","$8,163","$54,985"
The Kissing Booth 3,2021,TV-14,1h 52m,4.8,"It's the summer before Elle Evans is set to head off to college, and she has a big decision to make.","Comedy,Romance",,,
The Neighbor,2017,R,1h 37m,4.8,A middle-aged man in a stagnant marriage finds his life upended when an attractive young woman and her seemingly abusive husband move in next door.,"Romance,Thriller","$500,000 (estimated)",,
Shut In,2016,PG-13,1h 31m,4.8,"A widowed child psychologist lives an isolated existence in rural New England. Caught in a deadly winter storm, she must find a way to rescue a young boy before he disappears forever.","Drama,Horror,Mystery","$10,000,000 (estimated)","$6,900,335","$13,082,071"
Settlers,2021,Not Rated,1h 43m,4.8,Mankind's earliest settlers on the Martian frontier do what they must to survive the cosmic elements and each other.,"Drama,Sci-Fi,Thriller","$29,183","$13,045","$39,906"
Staying Alive,1983,PG,1h 33m,4.8,"Five years later, Tony Manero's Saturday Night Fever is still burning. Now he's strutting toward his biggest challenge yet: succeeding as a dancer on the Broadway stage.","Drama,Music,Romance","$22,000,000 (estimated)","$64,892,670","$64,892,670"
Baby Ruby,2022,,1h 33m,4.8,"The tightly scripted world of a vlogger and influencer unravels after she becomes a mother, in noted playwright Bess Wohl's feature debut.","Drama,Horror,Thriller","$16,991","$12,439","$16,991"
"Legally Blonde 2: Red, White & Blonde",2003,PG-13,1h 35m,4.8,"Elle Woods heads to Washington, D.C. to join the staff of a Representative in order to pass a bill to ban animal testing.",Comedy,"$45,000,000 (estimated)","$90,186,328","$124,914,842"
Leprechaun,1992,R,1h 32m,4.8,"An evil, sadistic Leprechaun goes on a killing rampage in search of his beloved pot of gold.","Comedy,Fantasy,Horror","$900,000 (estimated)","$8,556,940","$8,556,940"
Deep Fear,2023,,1h 24m,4.8,Storm-stricken drug traffickers force a yachtswoman to recover their sunken cocaine stash from shark-infested waters.,"Action,Horror,Thriller","$134,959",,
Monkeybone,2001,PG-13,1h 33m,4.8,"In a coma, a cartoonist finds himself trapped within his own underground creation and must find a way to get back, while racing against his popular but treacherous character, Monkeybone.","Comedy,Fantasy","$75,000,000 (estimated)","$5,411,999","$7,622,365"
Nekromantik,1988,Not Rated,1h 11m,4.8,"A street sweeper who cleans up after grisly accidents brings home a full corpse for him and his wife to enjoy sexually, but is dismayed to see that his wife prefers the corpse over him.",Horror,,,
Sick Girl,2023,R,1h 39m,4.8,"A female driven comedy about a woman who feels that she and her friends have grown apart. This is a ""be careful what you wish for film"" where a simple little lie begins to tear a whole commu...","Comedy,Drama","$22,167",,
Deliver Us,2023,Unrated,1h 43m,4.8,"When a nun in a remote convent claims immaculate conception, the Vatican sends a team of priests to investigate, concerned about an ancient prophecy that a woman will give birth to twin boys...",Horror,"$4,883","$3,255","$370,148"
Repossessed,1990,PG-13,1h 20m,4.8,"Parody of The Exorcist (1973), with Linda Blair once again possessed by Satan, and Leslie Nielsen as the exorcist.","Comedy,Fantasy,Horror","$1,382,462","$266,975","$1,382,462"
About Cherry,2012,R,1h 38m,4.8,A troubled young woman moves to San Francisco where she becomes involved in pornography and aligns herself with a cocaine-addicted lawyer.,Drama,"$2,500,000 (estimated)","$3,003","$8,315"
Cool World,1992,PG-13,1h 42m,4.8,"When Jack Deebs was behind bars he found escape by creating Cool World, a cartoon series featuring a vixen named Holli Would. The flesh proves weaker than ink, however, as Holli takes human ...","Animation,Comedy,Fantasy","$30,000,000 (estimated)","$14,110,589","$14,110,589"
The Animal,2001,PG-13,1h 24m,4.8,"After receiving organ transplants from various animal donors, a man finds himself taking on the traits of those animals.","Comedy,Sci-Fi","$47,000,000 (estimated)","$57,743,062","$85,191,134"
Trauma,2017,Not Rated,1h 46m,4.8,"Four friends, partying in a house in the middle of nowhere are brutally attacked by a man and his son, forcing the remaining women to take vengeance upon them.","Action,Drama,Horror","€180,000 (estimated)",,
DOA: Dead or Alive,2006,PG-13,1h 27m,4.8,"The world's best fighters are invited to DOA, an invitational martial arts contest. There, four female rival fighters will have to work together to uncover the secret that the organizer of t...","Action,Adventure,Mystery","$21,000,000 (estimated)","$480,813","$7,563,172"
The Kitchen,2023,R,1h 47m,4.8,"In a dystopian future London where all social housing has been eliminated, Izi and Benji fight to navigate the world as residents of The Kitchen, a community that refuses to abandon their ho...","Adventure,Drama,Sci-Fi",,,
After Earth,2013,PG-13,1h 40m,4.8,"A crash landing leaves Kitai Raige and his father Cypher stranded on Earth, a millennium after events forced humanity's escape. With Cypher injured, Kitai must embark on a perilous journey t...","Action,Adventure,Sci-Fi","$130,000,000 (estimated)","$60,522,097","$243,611,982"
Fear the Night,2023,,1h 32m,4.8,"Follows Iraqi war veteran Tess, as she prepares to strike back after a group of home invaders attack during her sister's bachelorette party, and she discovers that they are hellbent on not l...","Action,Horror,Thriller","$29,811",,
Texas Chainsaw,2013,R,1h 32m,4.8,A young woman travels to Texas to collect an inheritance. Little does she know that an encounter with a chainsaw-wielding killer is part of the reward.,"Horror,Thriller","$20,000,000 (estimated)","$34,341,945","$47,340,586"
The Layover,2017,R,1h 28m,4.8,Two friends on a road trip compete for the affections of a handsome man when a hurricane redirects their flight.,"Comedy,Romance",,,
The Ridiculous 6,2015,TV-14,1h 59m,4.8,"An outlaw who was raised by Native Americans discovers that he has five half-brothers. Together the men go on a mission to find their wayward, deadbeat dad.","Action,Adventure,Comedy","$60,000,000 (estimated)",,
Lights Out,2024,R,1h 30m,4.8,"A drifting ex-soldier turns underground fighter with the help of a just released ex-con, pitting them both against a crime boss, corrupt cops and hired killers.","Action,Thriller","$7,000,000 (estimated)",,
They,2002,PG-13,1h 29m,4.8,A psychology student finds all her childhood fears and phobias becoming real after a traumatic event.,"Horror,Mystery,Thriller","$17,000,000 (estimated)","$12,840,842","$16,446,271"
Blacklight,2022,PG-13,1h 44m,4.8,"Travis Block is a government operative coming to terms with his shadowy past. When he discovers a plot targeting U.S. citizens, Block finds himself in the crosshairs of the FBI director he o...","Action,Drama,Thriller","$43,000,000 (estimated)","$9,591,094","$15,902,207"
Monolith,2016,TV-14,1h 23m,4.8,A mother and her son plan a surprise visit to Los Angeles to see her husband/his father. Halfway there they get into a terrible accident in the middle of nowhere and now must fight to surviv...,"Drama,Thriller","$1,000,000 (estimated)","$424,304",
"Lovely, Dark, and Deep",2023,,1h 27m,4.8,"Lennon, a new back-country ranger, travels alone through the dangerous wilderness, hoping to uncover the origins of a tragedy that has haunted her since she was a child.",Horror,,,
Skinamarink,2022,Not Rated,1h 40m,4.8,"Two children wake up in the middle of the night to find their father is missing, and all the windows and doors in their home have vanished.","Horror,Mystery","CA$15,000 (estimated)","$2,052,272","$2,116,254"
What Happens Later,2023,R,1h 43m,4.8,"Willa and Bill are ex-lovers that will see each other for the first time in years when they both find themselves snowed in, in-transit, at an airport overnight.","Comedy,Romance","$3,273,895","$1,522,750","$3,429,562"
Anaconda,2024,,1h 24m,4.8,"A re-imagining of the 1997 action-horror film about a crew of documentary filmmakers in search of a giant, deadly snake in the Amazon.","Action,Adventure,Horror","$30,000,000 (estimated)",,
After We Fell,2021,R,1h 38m,4.8,"Just as Tessa makes the biggest decision of her life, everything changes. Revelations about her family, and then Hardin's, throw everything they knew before in doubt and makes their hard-won...","Drama,Romance","$2,170,750","$426,457","$21,753,705"
Proximity,2020,Not Rated,1h 59m,4.8,"A young NASA JPL scientist is abducted by extraterrestrials, but when no one believes his story he becomes obsessed with finding proof, which leads him on a journey of discovery.","Drama,Sci-Fi",,,
The Expendables 4,2023,R,1h 43m,4.8,"Armed with every weapon they can get their hands on, the Expendables are the world's last line of defense and the team that gets called when all other options are off the table.","Action,Adventure,Thriller","$100,000,000 (estimated)","$16,710,153","$37,917,985"
The Twilight Saga: New Moon,2009,PG-13,2h 10m,4.8,"After Edward leaves because of an incident involving Bella, Jacob Black becomes her best friend. But what Bella doesn't realize is that Jacob also has a secret that will change their lives s...","Adventure,Drama,Fantasy","$50,000,000 (estimated)","$297,816,253","$711,048,123"
Still Fabulous,2024,,1h 32m,4.9,"Stuck in a dead-end career and on a string of terrible dates, the life of 30-something Maddalena is a total mess. Until one day she meets an unlikely guardian angel that comes to her in the ...","Comedy,Romance",,,
Beethoven's 2nd,1993,PG,1h 29m,4.9,"Beethoven, the St. Bernard dog, becomes a father, but his girlfriend Missy is dognapped, and his puppies are in danger of the same fate.","Comedy,Family,Romance","$15,000,000 (estimated)","$53,443,066","$118,243,066"
Blues Brothers 2000,1998,PG-13,2h 3m,4.9,"Elwood must reunite the old band, with a few new members, and go on another ""Mission from God.""","Action,Comedy,Crime","$28,000,000 (estimated)","$14,051,384","$14,051,384"
"Sex, Marriage and Infidelity",2015,Not Rated,1h 50m,4.9,"Charles begins an office romance with his secretary, and his wife is reluctant to confront him.","Comedy,Drama",,,
The Exorcist: Believer,2023,R,1h 51m,4.8,"When two girls disappear into the woods and return three days later with no memory of what happened to them, the father of one girl seeks out Chris MacNeil, who's been forever altered by wha...",Horror,"$30,000,000 (estimated)","$65,537,395","$136,284,218"
Ruthless,2023,R,1h 32m,4.8,"A high school coach, whose teenage daughter was murdered, takes matters into his own hands by going after the men who kidnapped his student for their human trafficking operation.","Action,Thriller","$25,961",,
Poltergeist,2015,PG-13,1h 33m,4.9,A family whose suburban home is haunted by evil forces must come together to rescue their youngest daughter after the apparitions take her captive.,"Horror,Thriller","$35,000,000 (estimated)","$47,425,125","$95,437,994"
