title,release_year,parental_rating,movie_duration,movie_rating,description,genres,budget,gross_na,gross_worldwide
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964,PG,1h 35m,8.4,"An unhinged American general orders a bombing attack on the Soviet Union, triggering a path to nuclear holocaust that a war room full of politicians and generals frantically tries to stop.","Comedy,War","$1,800,000 (estimated)","$9,440,272","$9,529,170"
The Dark Knight Rises,2012,PG-13,2h 44m,8.4,"Eight years after the Joker's reign of chaos, Batman is coerced out of exile with the assistance of the mysterious Selina Kyle in order to defend Gotham City from the vicious guerrilla terro...","Action,Drama,Thriller","$250,000,000 (estimated)","$448,149,584","$1,085,289,416"
Aliens,1986,R,2h 17m,8.4,"Decades after surviving the Nostromo incident, Ellen Ripley is sent out to re-establish contact with a terraforming colony but finds herself battling the Alien Queen and her offspring.","Action,Adventure,Sci-Fi","$18,500,000 (estimated)","$85,160,248","$131,060,248"
The Shining,1980,R,2h 26m,8.4,"A family heads to an isolated hotel for the winter where a sinister presence influences the father into violence, while his psychic son sees horrific forebodings from both past and future.","Drama,Horror","$19,000,000 (estimated)","$45,634,352","$47,380,008"
American Beauty,1999,R,2h 2m,8.3,A sexually frustrated suburban father has a mid-life crisis after becoming infatuated with his daughter's best friend.,Drama,"$15,000,000 (estimated)","$130,096,601","$356,296,601"
The Great Dictator,1940,G,2h 5m,8.4,Dictator Adenoid Hynkel tries to expand his empire while a poor Jewish barber tries to avoid persecution from Hynkel's regime.,"Comedy,Drama,War","$2,000,000 (estimated)","$972,212","$972,212"
Inglourious Basterds,2009,R,2h 33m,8.4,"In Nazi-occupied France during World War II, a plan to assassinate Nazi leaders by a group of Jewish U.S. soldiers coincides with a theatre owner's vengeful plans for the same.","Adventure,Drama,War","$70,000,000 (estimated)","$120,540,719","$321,458,605"
Witness for the Prosecution,1957,Approved,1h 56m,8.4,A veteran British barrister must defend his client in a murder trial that has surprise after surprise.,"Crime,Drama,Mystery","$3,000,000 (estimated)","$7,693","$7,693"
The Usual Suspects,1995,R,1h 46m,8.5,The sole survivor of a pier shoot-out tells the story of how a notorious criminal influenced the events that began with five criminals meeting in a seemingly random police lineup.,"Crime,Drama,Mystery","$6,000,000 (estimated)","$23,341,568","$23,341,568"
The Intouchables,2011,R,1h 52m,8.5,"After he becomes a quadriplegic from a paragliding accident, an aristocrat hires a young man from the projects to be his caregiver.","Comedy,Drama","€9,500,000 (estimated)","$10,198,820","$426,590,315"
